3	0	54	6	1	?	?	?	0	0	4	4	1	1	0	0	0	1	0	1	0	16.260	24	175	80	?	?	0	?	1	0	129	2100
3	0	73	26	?	?	?	?	0	0	13	?	1	1	0	0	0	1	0	1	0	7.055	16	170	60	?	?	0	?	0	0	110	150
3	0	68	10	?	?	?	?	0	0	7	?	1	1	0	1	0	1	1	1	0	23.895	55	210	50	?	?	0	?	0	0	311	350
3	0	68	22	?	?	?	?	0	0	9	?	1	1	0	1	0	1	1	1	0	9.045	40	2052	350	?	?	0	?	0	0	1195	900
3	0	80	34	?	?	?	?	0	0	18	?	1	1	0	0	0	1	0	1	0	8.665	23	170	30	?	?	0	?	0	0	187	400
3	0	79	33	?	?	?	?	0	0	17	?	1	1	0	1	0	1	0	1	0	14.215	60	380	80	?	?	0	?	0	0	474	550
3	0	99	41	?	?	?	?	0	0	9	?	1	1	0	0	0	1	0	1	0	85.729	193	480	100	?	?	0	?	0	0	912	4000
3	0	71	13	?	?	?	?	0	0	9	8	1	1	0	1	0	1	0	1	0	7.805	24	110	40	?	?	0	?	0	0	267	750
3	0	71	13	?	?	?	?	0	0	3	7	1	1	0	1	0	1	0	3	0	44.210	76	420	120	?	?	0	?	0	0	633	2650
3	0	71	13	?	?	?	?	0	0	0.25	?	1	1	0	0	0	1	1	1	0	16.275	76	600	50	?	?	0	?	1	0	854	950
3	0	64	18	?	?	?	?	0	0	5	?	1	1	0	0	1	1	0	1	0	14.510	45	418	150	?	?	0	?	1	0	367	350
3	0	72	26	?	?	?	?	0	0	12	?	1	1	0	0	0	1	0	0	0	10.080	23	228	60	?	?	1	?	0	0	336	550
3	0	77	19	?	?	?	?	0	0	0	15	1	1	0	0	0	1	1	1	0	53.200	50	160	40	?	?	0	?	0	0	386	1650
3	0	68	10	?	?	?	?	0	0	0	1	1	1	0	0	0	0	0	0	0	8.265	6	1080	20	?	?	0	?	0	0	130	125
3	0	74	16	?	?	?	?	0	0	12	?	1	1	0	0	0	1	1	0	0	4.925	2	40	10	?	?	?	?	0	0	125	650
3	2	76	18	?	?	?	?	0	0	14	?	1	1	0	0	0	1	0	0	0	13.565	15	230	200	?	?	?	?	0	0	384	1850
3	?	79	21	?	?	?	?	0	0	2	?	1	1	0	1	1	1	0	1	0	6.650	60	190	50	?	?	?	?	0	0	597	250
4	1	76	9	3	78	87	10	3	3	6	?	1	1	0	1	0	1	0	?	1	65000	70	2100	?	?	?	?	?	0	0	1572	2000
4	?	106	39	3	20	16	1	1	0	1	?	1	1	0	1	0	1	0	?	?	20000	37	200	?	?	?	?	?	0	0	390	2050
4	?	69	32	1	0	0	1	1	0	1	12	0	1	1	0	0	1	0	?	?	15000	12	100	?	?	?	?	?	0	0	73	800
4	?	110	48	1	0	0	1	1	0	6	?	1	1	0	0	0	?	0	?	?	20000	21	150	?	?	?	?	?	0	0	97	1500
4	?	72	5	0	?	?	?	0	0	2	?	0	1	1	0	0	?	0	?	?	13000	8	70	?	?	?	?	?	0	0	71	2500
4	?	97	22	2	0	0	1	1	0	5	17	1	1	0	0	0	?	0	?	?	30000	40	300	?	?	?	?	?	0	0	231	3000
4	?	77	10	2	20	21	2	1	0	2	5	1	1	0	0	0	?	0	?	?	5000	15	150	?	?	?	?	?	0	0	265	1600
4	?	75	8	1	0	0	1	1	0	5	?	1	1	0	0	0	?	0	?	?	18000	8	100	?	?	?	?	?	0	0	188	2500
4	?	108	40	2	18	15	2	1	0	28	?	0	1	1	0	0	?	0	?	?	20000	20	200	?	?	?	?	?	0	0	219	1500
4	1	50	20	1	?	?	?	0	0	11	9	1	1	0	0	0	1	0	?	?	12000	30	200	?	?	?	?	?	0	0	484	3000
4	1	90	31	5	20	20	3	2	0	7	?	1	1	0	0	0	?	0	?	?	18000	35	180	?	?	?	?	?	0	0	332	2000
4	?	90	23	2	20	22	2	1	0	7	?	1	1	0	0	0	1	0	?	?	3000	16	65	?	?	?	?	?	0	0	240	1100
4	2	38	33	2	36	39	8	1	3	0.25	?	1	1	0	0	1	1	0	4	6	28000	80	800	?	?	?	?	?	1	0	1080	5500
4	1	80	13	5	42	28	13	3	3	1	?	1	1	0	1	0	?	0	?	1	40000	35	320	?	?	?	?	?	0	0	564	2000
4	2	137	70	5	38	35	6	2	0	0.5	?	1	1	0	0	0	?	0	?	1	45000	30	1000	?	?	?	?	?	0	0	590	5000
4	?	114	47	5	130	96	10	2	3	25	?	1	1	0	1	0	1	0	?	?	25000	65	250	?	?	?	?	?	0	0	767	4000
4	?	80	10	1	0	0	1	1	0	7	?	1	1	0	0	?	?	0	?	?	10000	14	200	200	?	?	?	?	0	0	361	1100
4	?	88	20	2	61	53	7	3	3	3	?	1	1	0	1	?	1	0	?	1	26000	30	280	?	?	?	?	?	0	0	710	2100
4	1	50	19	2	0	0	2	1	0	2	?	1	1	0	1	?	1	0	?	1	18000	25	350	?	?	?	?	?	0	0	338	1500
4	1	75	8	1	9	19	1	1	0	5	?	1	1	0	0	?	1	0	?	?	15000	200	150	?	?	?	?	?	0	0	249	3000
4	?	55	23	1	0	0	1	1	0	3	21	1	1	0	0	?	?	0	?	?	13000	25	62	?	?	?	?	?	0	0	179	1000
4	?	70	29	6	47	45	3	3	0	14	5	1	1	0	1	?	1	0	?	?	12000	25	350	?	?	?	?	?	0	0	820	3200
4	?	75	33	1	28	22	2	1	0	15	6	1	1	0	0	?	?	0	?	?	8000	15	250	?	?	?	?	?	0	0	249	2000
4	?	80	40	1	0	0	1	1	0	5	?	1	1	0	0	?	?	0	?	?	13000	30	100	?	?	?	?	?	0	0	137	2000
4	1	90	23	3	54	46	8	2	3	2	10	1	1	0	1	?	1	0	?	?	21000	32	300	?	?	?	?	?	0	0	1216	3200
4	?	105	37	1	0	0	1	1	0	26	4	1	1	0	0	?	?	0	?	?	13000	8	250	?	?	?	?	?	0	0	126	700
4	?	70	40	3	19	26	1	2	0	5	10	1	1	0	0	?	?	0	?	?	10000	18	350	?	?	?	?	?	0	0	338	2700
4	?	66	39	2	0	0	1	2	0	1	?	1	1	0	0	?	1	0	?	?	20000	23	350	?	?	?	?	?	0	0	433	2200
4	?	104	37	?	?	?	?	0	0	10	?	1	1	0	0	?	?	0	?	?	4000	6	200	?	?	?	?	?	0	0	67	1100
4	?	90	41	2	0	0	1	1	0	0.5	?	1	1	0	0	?	?	0	?	?	30000	25	200	?	?	?	?	?	0	0	336	1000
4	2	60	33	2	24	14	2	1	0	2	5	1	1	0	0	?	?	0	?	?	10000	30	100	?	?	?	?	?	0	0	323	1100
4	?	64	17	1	12	17	1	1	0	7	?	1	1	0	0	?	1	0	?	?	8000	24	350	?	?	?	?	?	0	0	245	4000
4	?	70	13	2	39	26	8	1	3	3	?	1	1	0	1	?	1	1	?	?	29000	55	400	200	?	?	?	?	0	0	324	3800
4	?	82	15	1	10	8	13	1	0	2	?	0	1	1	0	?	?	0	?	?	10000	20	100	?	?	?	?	?	0	0	191	400
4	?	60	36	1	9	4	1	1	0	5	6	1	1	0	0	?	?	0	?	?	5000	13	300	?	?	?	?	?	0	0	180	2100
4	?	85	18	?	?	?	?	0	0	0	16	0	1	1	0	?	?	0	?	?	18000	20	40	?	?	?	?	?	0	0	132	1200
4	?	128	41	3	17	17	2	2	0	29	?	1	1	0	1	?	?	0	?	?	28000	31	150	?	?	?	?	?	0	0	265	1500
4	?	100	23	1	1	0	0	2	2	10	?	1	1	0	0	?	1	0	?	?	2700	9	50	?	?	?	?	?	0	0	120	700
4	?	115	46	2	35	33	3	1	0	24	?	1	1	0	1	?	?	0	?	?	25000	40	250	?	?	?	?	?	0	0	426	2500
4	?	105	26	3	112	76	6	3	3	12	?	1	1	0	1	?	1	0	?	?	15000	25	300	?	?	?	?	?	0	0	2112	2000
4	?	101	32	2	16	9	1	1	0	5	27	0	1	1	1	?	?	0	?	?	20000	15	80	?	?	?	?	?	0	0	76	1000
4	1	91	24	2	22	30	1	2	0	26	?	1	1	0	1	?	?	0	?	?	41000	50	550	?	?	?	?	?	0	0	327	4000
4	?	85	14	?	?	?	?	0	0	5	7	1	1	0	1	?	?	0	?	?	35000	30	40	?	?	?	?	?	0	0	307	2000
4	?	101	34	9	122	88	17	2	3	12	?	1	1	0	0	?	?	0	2	?	55000	73	600	?	?	?	?	?	1	0	884	3000
4	1	77	9	1	0	0	1	1	0	1	?	1	1	0	0	?	1	0	1	1	15000	30	210	80	?	?	?	?	0	0	167	1500
4	?	97	30	?	?	?	?	0	0	5	28	1	1	0	0	?	?	0	?	?	15000	18	120	?	?	?	?	?	0	0	68	2000
4	1	105	36	?	?	?	?	0	0	20	5	0	1	1	0	?	?	0	?	?	10000	15	150	?	?	?	?	?	0	0	124	1500
4	?	57	10	2	19	14	3	1	0	1	?	1	1	0	0	?	?	0	?	?	30000	50	450	?	?	?	?	?	0	0	592	7000
4	3	55	41	2	9	14	1	1	0	5	?	1	1	0	1	?	1	0	1	?	4000	39	360	?	?	?	?	?	0	0	282	2000
4	?	95	28	?	?	?	?	0	0	22	?	1	1	0	0	?	?	0	?	?	46000	25	250	?	?	?	?	?	0	0	137	1000
4	?	57	23	2	0	0	2	1	0	0	7	1	1	0	0	?	1	0	?	?	11000	16	200	?	?	?	?	?	0	0	217	1500
4	?	81	14	2	0	0	1	1	0	0	10	1	1	0	1	?	?	0	?	?	18000	40	230	?	?	?	?	?	0	0	158	200
4	?	70	32	2	19	15	2	1	0	7	?	1	1	0	0	?	?	0	?	?	10000	25	200	?	?	?	?	?	0	0	312	2500
4	1	85	18	5	15	12	1	1	0	12	?	1	1	0	1	?	?	0	?	?	45000	98	3500	50	?	?	?	?	0	0	429	3500
4	?	84	17	1	0	0	2	1	0	6	9	1	1	0	0	?	?	0	?	?	25000	35	170	?	?	?	?	?	0	0	271	800
4	?	100	32	?	?	?	?	0	0	5	24	1	1	0	0	?	?	0	?	?	20000	25	230	?	?	?	?	?	0	0	91	1200
4	?	110	30	?	?	?	?	0	0	16	3	0	0	1	0	?	?	0	?	?	7000	11	50	50	?	?	?	?	0	0	128	700
5	0	108	8	1	0	0	0	1	0	2	?	1	1	0	0	0	1	0	0	0	6500	25	60	?	1	1	0	?	0	0	111	2000
5	0	110	23	2	0	0	0	1	0	10	?	1	1	0	0	0	1	0	0	1	8000	30	150	200	1	1	0	1	0	0	218	3000
5	0	85	16	1	0	0	1	1	0	3	?	1	1	0	1	0	1	0	0	0	7000	20	120	?	1	1	1	0	0	0	108	1300
5	0	116	16	1	0	0	0	0	0	0	3	0	1	1	0	0	1	0	0	1	500	3	50	100	1	1	1	0	0	0	28	3000
5	0	134	34	1	0	0	0	1	0	0	30	0	1	1	0	0	1	0	0	1	1000	5	50	50	1	1	1	0	0	0	26	500
5	0	111	11	1	0	0	0	1	0	3	3	1	1	0	0	0	1	0	0	1	1000	6	45	25	1	1	1	0	0	0	63	1000
5	0	113	13	1	0	0	0	1	0	10	?	1	1	0	0	0	1	0	1	1	4500	10	60	1000	1	1	1	0	0	0	75	1300
5	0	118	18	1	0	0	0	0	0	0	10	0	1	1	0	0	0	0	0	0	500	?	30	?	1	0	1	0	0	0	7	3000
5	0	111	11	1	0	0	0	0	0	0	4	1	1	0	0	0	0	0	0	0	4700	10	100	400	1	1	1	0	0	0	41	4000
5	0	115	15	1	0	0	0	0	0	9	?	0	1	1	0	0	1	0	0	0	2500	10	100	?	1	1	1	0	1	0	53	700
5	0	113	13	1	0	0	0	1	0	3	?	1	1	0	0	0	0	0	0	0	20000	25	100	?	1	1	0	0	0	0	165	2000
5	0	133	33	1	6	9	2	1	0	0	29	0	1	1	0	0	0	0	0	0	1000	?	120	30	1	1	1	0	0	0	66	100
5	0	134	134	1	0	0	1	1	0	4	8	1	1	0	0	0	1	0	0	0	2000	?	110	150	1	1	0	1	0	0	108	3000
5	3	83	17	2	0	0	2	1	0	1	?	1	1	0	0	0	1	0	1	1	6000	20	25	?	1	1	1	0	0	0	262	400
5	0	121	21	1	0	0	0	0	0	0	8	0	1	1	0	0	0	0	0	0	1000	5	120	100	1	1	0	0	0	0	44	1800
5	1	94	20	3	0	0	0	1	0	7	?	1	1	0	0	0	1	0	0	1	2000	80	100	?	1	1	1	0	0	0	219	350
5	0	130	30	1	0	0	0	0	0	0	7	0	1	1	0	0	0	0	0	0	100	?	10	?	1	1	0	0	0	0	47	400
5	0	118	18	1	0	0	0	0	0	0	16	1	1	0	0	0	0	0	0	0	1000	15	50	30	1	1	0	0	0	0	47	1000
5	0	143	43	2	0	0	0	1	0	0	36	1	1	0	1	0	1	0	0	1	3200	10	300	100	1	1	0	0	0	0	168	3000
5	0	108	8	1	0	0	0	1	0	2	?	1	1	0	0	0	1	0	0	1	4000	15	35	60	1	1	1	0	0	0	122	2000
5	0	108	8	1	0	0	0	0	0	0	3	0	1	1	0	0	0	0	0	0	1000	1	15	?	1	1	0	0	0	0	22	700
5	0	141	41	5	0	0	1	2	0	0	13	1	1	0	0	0	1	0	0	1	1700	70	300	250	1	1	0	1	0	0	363	5000
5	0	111	11	1	0	0	0	1	0	2	?	1	1	0	0	0	1	0	0	1	6000	25	30	50	1	1	0	1	0	0	144	1500
5	0	120	20	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	200	2	80	100	1	1	0	0	0	0	36	1000
5	0	118	18	2	0	0	1	1	0	3	11	1	1	0	1	0	1	0	0	0	2500	15	250	100	1	1	0	0	0	0	138	2500
5	0	115	15	1	0	0	1	1	0	3	?	1	1	0	0	0	1	0	0	0	5000	10	100	100	1	1	1	0	0	0	113	800
5	0	116	16	1	0	0	0	1	0	15	?	0	1	1	0	0	1	0	0	0	3000	4	250	80	1	1	0	0	0	0	154	600
5	0	118	18	1	0	0	0	1	0	0	5	0	1	1	0	0	0	0	0	0	1000	1	35	?	1	1	1	0	0	0	15	1000
5	0	120	20	1	0	0	0	0	0	3	11	0	1	1	0	0	0	0	0	0	2400	5	80	120	1	1	1	0	0	0	23	1000
5	0	141	41	4	41	34	9	2	1	13	?	1	1	0	1	0	1	0	1	1	25000	100	250	100	1	1	0	1	0	0	316	1500
5	0	124	24	1	0	0	0	1	0	1	?	0	1	1	0	0	0	0	0	0	2000	1	80	150	1	1	1	0	0	0	43	1000
5	0	116	16	1	0	0	0	0	0	0	3	0	1	1	0	0	0	0	0	0	1000	3	100	100	1	1	1	0	0	0	43	1000
5	0	145	45	1	0	0	1	1	0	0	17	1	1	0	0	0	1	0	0	0	3000	12	20	20	1	1	1	0	0	0	65	2000
5	0	114	14	1	0	0	0	1	0	0	5	1	1	0	0	0	1	0	0	1	8000	30	35	20	1	1	1	1	1	0	234	800
5	1	119	19	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	1000	?	70	100	1	1	1	1	0	0	46	3000
5	0	146	46	3	41	33	1	1	0	4	8	1	1	0	0	0	1	0	1	1	12000	110	160	200	1	1	0	0	0	0	511	700
5	0	109	10	2	0	0	1	1	0	2	?	1	1	0	0	0	0	0	0	0	39000	75	250	60	1	1	1	0	0	0	372	1000
5	0	122	22	1	0	0	0	1	0	3	13	1	1	0	0	0	1	0	1	1	2300	5	50	50	1	1	0	0	0	0	42	1000
5	0	112	12	1	0	0	0	1	0	0	7	1	1	0	0	0	1	0	0	1	2000	2	120	?	1	1	1	0	0	0	51	300
5	0	130	30	0	0	0	0	0	0	1	?	0	0	1	0	0	1	0	1	1	400	?	30	30	1	1	0	0	0	0	75	250
5	0	125	25	1	0	0	0	1	0	0	17	0	1	1	0	0	1	0	1	1	1000	20	220	40	1	1	0	0	0	0	78	5000
5	0	115	15	1	0	0	0	0	0	0	6	1	1	0	0	0	0	0	0	0	500	5	70	20	1	1	1	1	0	0	21	2000
5	0	110	10	1	0	0	1	1	0	4	?	1	1	0	0	0	1	0	0	1	15000	25	100	70	1	1	0	1	0	0	164	150
5	0	105	5	2	0	0	0	1	0	5	?	1	1	0	0	0	1	0	1	1	4500	20	180	100	1	1	1	0	0	0	136	3000
5	0	110	10	2	0	0	2	1	0	10	?	1	1	0	0	0	1	1	0	1	4500	40	250	50	1	1	1	0	1	0	370	3500
5	0	116	16	1	0	0	0	0	0	0	7	0	1	1	0	0	0	0	0	0	1000	2	25	?	1	1	1	1	0	0	15	200
5	0	155	55	1	21	21	2	2	0	22	?	1	1	0	0	0	0	0	0	1	30000	75	250	200	1	1	0	1	0	0	319	200
5	1	114	14	1	0	0	0	1	0	0	6	1	1	0	1	0	0	0	0	0	2000	2	70	250	1	1	1	0	0	0	55	2000
5	0	136	36	0	0	0	0	0	0	0	26	0	1	1	0	0	0	0	0	0	590	2	25	10	1	1	1	1	0	0	25	300
5	0	122	22	3	0	0	1	2	0	11	?	1	1	0	1	0	1	0	0	1	45000	80	300	500	1	1	1	0	0	0	388	100
5	0	133	33	3	0	0	0	1	0	4	?	1	1	0	0	0	0	0	1	1	600	?	160	150	1	1	0	1	0	0	250	400
5	0	118	18	1	0	0	0	1	0	3	9	1	1	0	0	0	1	0	0	1	2000	6	100	50	1	1	0	1	0	0	35	600
5	0	125	25	3	0	0	1	1	0	3	15	1	1	0	1	0	1	1	1	1	4500	35	200	100	1	1	0	0	0	0	333	350
5	0	106	6	1	0	0	0	0	0	6	?	1	1	0	0	0	0	0	0	0	1750	4	50	?	1	1	1	1	0	0	38	3000
5	0	123	23	5	18	18	1	3	0	4	?	1	1	0	0	0	1	0	0	1	28500	110	400	70	1	1	0	0	1	0	530	1500
5	0	121	21	3	12	14	4	2	0	0.25	?	1	1	0	0	0	0	0	0	1	10000	90	100	180	1	1	1	0	1	0	356	2000
5	0	117	17	1	0	0	0	1	0	0.25	?	1	1	0	1	0	0	0	0	1	1000	1	130	?	1	1	1	0	0	0	78	5000
5	0	122	22	4	41	39	8	2	0	18	?	1	1	0	1	0	1	0	0	1	4000	30	1000	280	1	1	0	0	1	0	550	400
5	0	143	43	1	0	0	0	1	0	0	15	1	1	0	0	0	0	0	0	0	5000	7	60	30	1	1	0	1	0	0	114	800
5	1	136	36	1	0	0	0	1	0	0	28	1	1	0	1	0	0	0	0	0	2000	2	170	50	1	1	1	0	0	0	50	10000
5	0	115	15	1	0	0	0	1	0	0	2	1	1	0	0	0	1	0	1	1	2000	5	100	?	1	1	1	0	0	0	56	4000
5	0	116	16	2	0	0	0	2	0	5	?	1	1	0	1	0	1	0	1	1	17000	40	350	150	1	1	0	0	0	0	385	1400
5	0	131	31	0	0	0	0	0	0	0	28	0	1	1	0	0	0	0	0	0	1000	1	70	10	1	1	0	1	0	0	41	100
6	0	138	28	2	4	4	0	1	0	27	3	0	1	1	0	0	1	0	?	?	100	?	388	?	?	1	?	?	0	0	86	2370
6	0	128	18	2	?	?	?	1	0	7	?	1	1	0	0	0	1	0	?	?	110	2	388	100	?	1	?	1	0	0	89	470
6	0	140	26	?	?	?	?	0	0	9	19	1	0	0	0	0	1	0	?	?	450	1	340	60	?	1	?	?	0	0	127	950
6	0	104	6	1	?	?	?	1	0	1	?	1	1	0	1	0	1	0	?	?	350	2	326	70	?	1	?	1	0	0	135	200
6	0	124	14	?	0	?	?	0	0	10	?	1	1	0	0	0	1	0	?	?	50	2	174	?	?	1	?	1	0	0	50	963
6	0	113	2	1	?	?	?	1	0	1	?	1	1	0	0	0	1	0	?	?	600	?	115	10	?	1	?	?	0	0	51	1950
6	0	118	8	?	?	?	?	0	0	?	?	?	?	?	0	0	1	0	?	?	400	2	212	20	?	1	?	1	0	0	254	948
6	0	124	14	2	6	8	1	1	0	0	4	1	1	0	0	0	1	0	?	?	530	2	250	87	?	2	?	1	0	0	167	136
6	6	140	30	1	?	?	?	1	0	11	?	0	0	1	0	0	1	0	?	?	1350	3	400	80	?	1	?	1	0	0	466	517
6	2	135	35	7	47	37	4	4	0	8	?	1	1	0	0	0	1	0	?	?	235	1	2100	20	?	2	?	?	0	0	119	675
6	0	115	3	2	10	5	1	1	0	24	?	0	1	1	0	0	1	1	?	?	150	?	344	13	?	1	?	1	1	0	119	155
6	2	130	21	1	?	?	?	0	0	2	?	0	1	1	0	0	1	0	?	?	280	1	122	300	?	1	?	1	0	0	2250	180
6	0	120	11	6	42	20	6	4	1	0.25	?	1	1	0	1	1	1	0	?	?	2500	3	706	20	?	2	?	?	0	0	203	2300
6	4	127	17	4	46	1	5	3	1	6	?	1	1	0	0	0	1	0	?	?	370	2	290	85	?	1	?	1	0	0	222	2800
6	2	120	11	1	11	10	1	1	0	2	?	1	1	0	0	0	1	0	?	?	210	2	566	80	?	1	?	?	0	0	510	1900
6	0	124	18	1	7	3	1	1	0	0.25	?	1	1	0	1	0	1	0	?	?	250	?	480	50	?	1	?	?	0	0	169	2100
6	0	136	25	1	?	?	?	1	0	0	3	0	0	1	0	0	1	0	?	?	1250	1	175	70	?	1	?	1	0	0	137	500
6	3	137	27	1	12	13	1	1	0	0	5	1	1	0	0	0	1	0	?	?	2000	2	532	120	?	1	?	1	0	0	169	2575
6	0	134	24	2	14	7	1	1	0	0	1	1	1	0	0	0	1	0	?	?	250	3	360	30	?	1	?	1	0	0	170	2310
6	1	129	10	2	?	?	?	1	0	8	?	1	1	0	0	0	1	0	?	?	110	?	436	30	?	1	?	?	0	0	52	2310
6	0	138	28	1	?	?	?	1	0	0	8	1	1	0	0	0	1	0	?	?	450	1	220	20	?	1	?	?	0	0	66	725
6	0	120	10	3	?	?	?	1	0	7	?	1	1	0	1	0	1	0	?	?	755	2	266	?	?	1	?	?	0	0	164	532
6	0	103	7	0	?	?	?	0	0	0.5	?	1	1	0	0	0	1	0	?	?	250	?	489	?	?	1	?	?	0	0	97	184
6	0	115	5	1	?	?	?	1	0	4	?	1	1	0	0	0	1	0	?	?	800	1	92	100	?	1	?	?	0	0	168	250
6	1	105	7	1	?	?	?	1	0	0	3	1	1	0	0	0	1	0	?	?	100	?	292	30	?	1	?	?	0	0	90	640
6	0	128	18	2	4	3	1	2	0	9	14	1	1	0	0	0	1	0	?	?	?	?	384	15	?	1	?	?	1	0	129	2300
6	0	125	15	2	?	?	?	1	0	9	?	1	1	0	1	0	1	1	?	?	700	3	604	150	?	1	?	1	1	0	267	1080
6	4	124	14	2	5	9	1	1	0	3	?	1	1	0	0	0	1	0	?	?	300	4	384	45	?	1	?	?	0	0	189	148
6	0	118	8	1	?	?	?	1	0	7	?	0	1	1	0	0	1	1	?	?	1850	?	301	25	?	1	?	?	0	0	136	1300
6	6	142	32	4	13	13	2	2	0	27	?	1	1	0	1	0	1	1	?	?	210	5	2300	150	?	2	?	1	0	0	396	550
6	0	127	17	0	?	?	?	0	0	8	1	1	0	0	0	0	1	0	?	?	35	?	38	?	?	1	?	?	1	0	96	584
6	1	123	13	2	9	18	2	2	0	0	2	1	1	0	0	0	1	0	?	?	500	3	1273	75	?	1	?	1	0	0	551	500
6	0	124	14	1	?	?	?	1	0	10	?	0	1	1	0	0	1	0	?	?	1490	?	111	30	?	1	?	?	0	0	157	1626
6	9	130	20	5	20	18	2	3	0	14	?	1	1	0	0	0	1	0	?	?	2000	5	2250	80	?	2	?	1	0	0	469	2575
6	0	120	10	1	2	5	1	1	0	0	2	1	1	0	0	0	1	0	?	?	150	1	600	20	?	1	?	?	0	0	275	2310
6	0	126	16	2	57	1	5	2	0	13	?	1	1	0	1	0	1	0	?	?	370	1	650	150	?	2	?	?	0	0	372	415
6	0	128	18	1	?	?	?	1	0	16	?	1	1	0	0	0	1	0	?	?	200	6	216	?	?	1	?	?	0	0	120	430
6	0	123	13	1	2	6	1	1	0	2	?	1	1	0	0	0	1	0	?	?	150	1	166	?	?	1	?	?	0	0	198	400
6	3	146	36	3	6	7	1	1	0	14	?	1	1	0	0	0	1	0	?	?	210	?	426	150	?	1	?	?	0	0	183	874
7	700	15	14	0	0	0	0	0	0	40	?	1	1	0	0	0	?	1	?	?	2000	30	150	150	1	1	?	?	0	1	4700	1500
7	150	16	14	3	31	26	4	1	0	4	?	1	1	0	0	0	?	1	?	?	2000	15	200	100	1	1	?	1	0	0	1800	2000
7	457	12	18	6	152	108	14	2	0	6	?	1	1	0	0	1	1	0	1	?	1500	30	800	?	1	1	?	1	0	0	2100	1000
8	0	33	9	3	34	35	6	1	0	0.25	?	1	1	0	0	0	1	0	0	0	9820	35	388	55	1	1	?	?	0	1	820	300
8	0	64	24	1	?	?	?	1	0	12	8	1	1	0	1	0	1	0	0	0	11500	16	447	180	1	1	?	?	0	0	230	950
8	0	57	15	2	21	15	1	1	0	13	?	1	1	0	0	0	0	0	0	0	10165	30	250	100	1	1	?	?	0	0	223	700
8	0	51	12	2	?	?	?	1	0	0	2	1	1	0	1	0	1	0	0	0	11835	10	228	250	1	1	?	?	0	0	409	500
8	0	58	20	1	?	?	?	1	0	13	9	1	1	0	1	0	1	0	0	0	11022	20	645	150	1	1	?	?	0	0	108	600
