  62.6    30.2    30.4     0.1   30.04   26.80    10.0    8.29    19.4    46.3   
  60.4    38.5    32.0     0.0   29.92   26.72    8.70    10.0    18.3    49.8   
  61.2    42.1    35.8    0.05   29.94   26.75    9.20    6.90    11.3    49.5   
  61.2    33.8    33.1     0.0   30.02   26.82    8.00    6.79    12.7    46.9   
  55.4    24.4    28.1     0.0   30.01   26.78    8.50    1.84    9.21    41.8   
  59.4    23.7    28.1     0.0   30.00   26.75    9.30    4.95    13.8    43.0   
  57.2    28.4    29.9    0.05   30.09   26.86    8.30    3.11    9.21    45.1   
  50.4    28.4    26.9     0.0   30.17   26.93    8.50    9.32    19.4    39.0   
  50.4    24.8    21.1    0.05   30.17   26.92    8.30    5.52    11.3    37.1   
  59.0    20.5    23.5     0.0   30.08   26.82    8.00    3.68    10.2    41.9   
  68.0    34.5    31.2    0.05   29.98   26.77    8.60    5.87    14.9    52.2   
  68.0    32.0    31.1    0.05   29.92   26.74    8.30    7.14    18.3    52.1   
  59.0    42.8    36.7    0.05   29.89   26.70    8.80    8.40    18.3    50.9   
  48.2    37.4    40.3     0.1   29.92   26.72    7.90    9.44    19.4    45.1   
  48.2    33.8    30.7     0.1   30.06   26.82    8.60    14.3    19.4    39.5   
  57.6    28.8    28.0     0.0   30.03   26.79    8.50    8.52    13.8    42.6   
  63.3    25.7    23.9     0.0   29.86   26.66    8.40    2.53    8.06    45.0   
  64.4    23.0    21.5     0.1   29.86   26.65    8.30    4.60    13.8    44.9   
  69.1    26.2    29.5    0.05   29.94   26.75    8.30    4.03    12.7    47.6   
  71.2    33.8    34.6     0.0   30.09   26.90    8.30    4.49    14.9    54.1   
  72.3    37.0    36.9     0.0   29.98   26.79    8.60    3.91    12.7    56.8   
  73.4    45.0    34.5    0.05   29.73   26.58    7.60    18.0    36.7    62.8   
  63.7    41.0    36.0    0.05   29.81   26.65    7.90    10.0    18.3    52.0   
  52.9    37.0    34.7    0.05   29.86   26.68    8.70    8.98    20.8    42.8   
  57.2    30.2    34.6     0.1   29.91   26.70    8.10    7.94    18.3    43.1   
  58.6    36.5    38.3    0.05   29.93   26.74    8.50    6.90    17.2    46.4   
  64.4    37.4    38.6     0.0   30.12   26.92    8.30    3.80    10.2    50.9   
  74.1    33.8    37.3     0.1   30.16   26.95    8.30    2.99    9.21    54.6   
  85.3    39.2    39.8     0.0   30.02   26.85    8.20    3.45    14.9    60.6   
  81.3    40.3    41.1     0.0   29.96   26.80    8.80    4.26    13.8    62.2   
  81.3    39.2    40.4     0.0   30.00   26.84    8.30    2.42    9.21    59.0   
  75.6    41.4    37.1     0.0   30.00   26.83    8.50    3.22    11.3    58.4   
  67.5    42.4    39.6     0.0   29.98   26.80    8.60    1.61    10.2    54.6   
  77.0    40.6    41.5     0.0   29.89   26.71    8.50    5.52    17.2    58.5   
  73.8    42.8    43.8     0.1   29.81   26.66    8.50    4.95    11.3    61.3   
  66.9    44.6    46.3     0.0   29.72   26.57    8.90    5.52    12.7    56.8   
  70.3    41.4    43.8     0.1   29.75   26.59    8.60    6.21    13.8    55.5   
  71.6    40.1    42.6    0.05   29.70   26.54    7.80    3.11    9.21    57.0   
  63.3    46.0    44.0     0.1   29.56   26.45    8.60    11.2    21.8    53.6   
  55.4    43.9    39.5     0.0   29.80   26.62    8.80    7.83    12.7    48.3   
  60.8    39.2    37.7     1.2   29.89   26.69    8.70    2.76    8.06    49.6   
  60.8    37.8    38.7     0.0   29.94   26.74    10.0    5.06    17.2    48.7   
  63.3    33.4    36.9    0.05   29.97   26.77    8.70    5.29    17.2    48.7   
  65.5    40.6    37.5     0.0   30.00   26.80    8.60    8.63    14.9    52.2   
  65.8    37.4    38.3     0.0   29.92   26.73    8.70    10.3    16.1    53.4   
  61.5    35.6    36.6     0.0   29.90   26.71    8.70    6.10    11.3    50.6   
  61.2    33.3    36.1     0.0   29.84   26.64    8.50    4.72    12.7    48.5   
  53.6    32.0    34.5     0.0   29.87   26.66    8.70    5.87    12.7    45.8   
  57.6    32.7    36.9     0.0   29.88   26.69    8.40    4.49    10.2    45.7   
  57.9    32.4    34.5     0.0   29.89   26.69    8.90    4.60    13.8    46.1   
  61.2    33.8    29.1     0.0   29.91   26.69    10.6    5.29    13.8    46.6   
  66.2    25.5    27.3     0.0   29.91   26.71    8.30    4.14    11.3    48.0   
  65.5    37.6    37.8    0.05   29.78   26.62    8.60    7.02    18.3    54.0   
  55.6    46.4    43.5     0.1   29.73   26.57    8.20    6.56    10.2    50.1   
  57.2    43.5    39.3     0.1   29.89   26.70    8.70    7.25    13.8    48.7   
  54.0    45.3    44.4     0.2   29.91   26.72    6.70    5.06    11.3    48.8   
  59.7    46.4    46.0     0.3   29.72   26.55    7.80    5.64    17.2    50.6   
  53.2    41.0    41.3     0.6   29.78   26.61    8.40    8.98    18.3    48.4   
  59.7    36.7    37.8     0.0   30.01   26.81    8.60    2.42    6.90    50.5   
  63.5    39.2    40.9     0.0   30.08   26.88    8.30    3.68    13.8    50.3   
  66.2    36.0    41.6     0.0   30.14   26.93    8.50    2.30    10.2    50.3   
  72.3    37.4    43.0     0.0   30.09   26.90    8.40    3.91    11.3    56.7   
  77.4    44.6    46.9     0.0   30.09   26.91    8.50    2.88    9.21    61.5   
  80.2    45.3    46.2     0.0   30.04   26.88    8.70    3.11    13.8    63.5   
  86.0    45.3    48.8     0.0   29.94   26.79    8.10    1.96    6.90    67.4   
  85.5    45.5    47.6     0.0   29.83   26.70    8.60    4.83    19.4    66.6   
  84.2    46.8    48.0     0.0   29.93   26.77    8.40    4.03    12.7    67.6   
  84.2    48.9    45.8     0.0   30.01   26.87    8.50    5.41    12.7    67.9   
  78.1    46.0    42.4     0.0   30.03   26.87    8.40    3.34    8.06    62.8   
  82.0    47.8    45.1     0.0   29.95   26.80    8.50    3.11    8.06    66.6   
  83.1    47.5    43.4     0.0   29.92   26.78    9.00    3.22    17.2    69.8   
  86.7    51.8    46.4     0.0   29.87   26.74    8.60    3.34    11.3    69.6   
  86.5    51.1    45.6     0.0   29.80   26.68    8.40    3.45    12.7    69.7   
  86.7    49.5    48.5     0.0   29.78   26.66    8.80    6.79    17.2    69.6   
  71.6    51.8    50.6     0.0   29.94   26.80    8.40    10.5    17.2    62.2   
  81.3    46.0    47.2     0.0   29.96   26.80    8.60    3.80    10.2    64.8   
  84.9    50.0    44.0     0.0   29.80   26.66    8.60    5.06    14.9    67.3   
  66.2    50.0    44.1     0.0   29.85   26.67    9.20    12.2    57.4    58.7   
  65.1    41.4    32.7     0.0   29.94   26.75    8.80    9.32    17.2    54.1   
  70.9    37.4    33.3     0.0   30.04   26.84    8.20    4.14    10.2    55.6   
  81.3    38.7    36.4     0.0   29.94   26.77    8.30    3.91    11.3    63.3   
  89.6    46.0    41.1     0.0   29.69   26.57    8.50    6.44    17.2    71.1   
  83.1    61.2    42.4     0.0   29.55   26.47    8.70    11.9    24.1    72.3   
  76.3    54.7    41.8     0.0   29.75   26.62    9.00    6.56    14.9    66.3   
  73.4    53.6    44.2     0.9   29.77   26.64    8.90    11.2    16.1    64.9   
  69.8    50.0    44.1     0.0   29.86   26.71    8.80    9.90    18.3    58.9   
  73.4    44.1    45.6     0.0   29.96   26.79    8.90    2.88    8.06    60.8   
  80.6    46.4    44.2     0.0   29.91   26.75    8.90    3.80    9.21    65.0   
  83.1    49.3    43.7     0.0   29.93   26.80    8.00    5.41    14.9    67.2   
  81.3    47.1    43.4     0.0   29.97   26.83    8.50    3.80    11.3    65.8   
  87.1    48.4    43.8     0.0   29.81   26.70    8.80    5.64    12.7    71.1   
  83.5    57.2    42.2     0.0   29.64   26.54    8.40    8.40    19.4    70.0   
  68.9    44.6    42.6     0.0   29.79   26.65    8.90    8.63    17.2    57.8   
  73.4    39.9    38.1     0.0   29.93   26.75    8.70    4.37    9.21    59.3   
  82.4    41.0    41.9     0.0   29.99   26.83    8.40    4.03    18.3    58.8   
  75.2    42.1    42.0     0.0   29.98   26.83    8.40    5.41    11.3    60.6   
  81.0    41.7    41.6     0.0   29.99   26.83    8.00    4.83    11.3    64.3   
  86.0    49.3    44.7     0.0   29.86   26.73    8.30    4.60    20.8    69.0   
  83.5    53.6    46.9     0.0   29.98   26.78    6.90    6.79    13.8    69.5   
  81.0    55.4    43.0     0.0   29.98   26.78    6.80    8.86    14.9    66.6   
  83.5    48.2    40.4     0.0   29.84   26.71    8.60    8.86    18.3    67.0   
  78.8    50.7    41.1     0.0   29.93   26.79    8.90    10.4    17.2    65.1   
  77.0    47.1    39.8     0.0   30.08   26.91    8.90    9.78    16.1    63.1   
  82.4    41.7    39.0     0.0   30.12   26.94    8.40    8.40    13.8    62.9   
  83.5    45.3    39.9     0.0   30.03   26.87    8.50    7.37    19.4    66.2   
  83.7    46.0    45.0     0.0   29.94   26.80    8.50    6.10    14.9    67.9   
  88.5    53.6    48.7     0.0   29.88   26.77    8.80    6.79    11.3    74.2   
  95.0    57.2    39.5     0.0   29.87   26.76    8.30    6.79    12.7    75.9   
  97.5    52.2    38.4     0.0   29.80   26.70    8.60    5.52    11.3    77.8   
  91.4    57.6    39.9     0.0   29.81   26.71    8.60    8.98    17.2    76.8   
  88.2    53.6    39.8     0.0   29.88   26.77    8.20    8.86    18.3    72.0   
  91.8    51.4    43.0     0.0   29.84   26.72    8.40    8.52    13.8    74.4   
  93.7    54.0    39.3     0.0   29.80   26.70    8.20    7.60    14.9    76.3   
  89.6    51.8    42.8     0.0   29.80   26.69    8.80    6.90    17.2    75.5   
  93.2    61.5    47.7     0.0   29.79   26.70    8.30    8.29    17.2    78.2   
  95.4    59.4    43.4     0.0   29.81   26.72    8.80    7.83    10.2    78.8   
  99.0    56.1    44.7     0.0   29.68   26.61    8.60    6.21    14.9    81.6   
  94.3    64.4    47.7     0.0   29.62   26.55    8.50    7.83    14.9    80.5   
  98.6    56.8    50.8     0.0   29.67   26.58    8.80    4.49    10.2    78.6   
  95.4    57.9    53.3     0.0   29.70   26.62    8.50    6.90    14.9    79.3   
  93.7    57.6    52.0     0.0   29.74   26.65    8.70    5.06    14.9    77.4   
  93.2    59.0    52.4     0.0   29.70   26.61    8.60    10.2    27.5    75.5   
  87.8    60.8    49.9     0.0   29.71   26.61    8.60    8.29    19.4    73.3   
  82.4    53.6    46.3     0.0   29.78   26.66    8.90    9.55    20.8    69.0   
  76.6    54.7    48.2     0.0   29.82   26.70    8.30    5.75    13.8    64.3   
  86.0    46.8    43.9     0.4   29.83   26.70    8.50    5.87    12.7    69.2   
  89.6    53.6    46.9     0.0   29.85   26.74    8.50    4.49    10.2    74.2   
  91.4    55.8    49.9     0.0   29.87   26.75    8.50    5.29    13.8    75.6   
  96.8    57.9    50.4     0.0   29.84   26.74    8.10    7.37    13.8    77.1   
  84.6    60.1    52.2     0.0   29.82   26.71    8.50    10.0    17.2    72.7   
  82.4    59.7    49.8     0.0   29.84   26.73    8.50    9.44    14.9    71.5   
  83.1    57.2    45.2     0.0   29.87   26.75    8.50    10.9    17.2    69.9   
  81.3    53.4    41.5     0.0   29.88   26.75    8.40    10.7    18.3    67.9   
  82.0    48.9    41.5     0.0   29.87   26.73    8.40    9.32    14.9    68.4   
  84.2    53.6    48.2     0.0   29.77   26.66    8.60    9.55    13.8    73.8   
  82.8    41.7    51.0    0.05   29.77   26.66    8.50    8.98    26.3    68.7   
  81.7    53.6    44.5     0.0   29.78   26.66    8.30    8.75    17.2    69.7   
  77.7    59.7    45.4    0.05   29.70   26.59    8.70    12.3    23.0    68.4   
  75.2    57.2    45.3     0.0   29.76   26.65    8.70    9.55    19.4    65.6   
  77.0    48.2    44.5     0.0   29.88   26.74    8.70    6.21    14.9    63.8   
  86.4    53.2    46.3     0.0   29.91   26.78    10.0    7.37    13.8    70.9   
  89.6    52.5    46.1     0.0   29.90   26.78    8.20    8.63    16.1    76.2   
  90.0    58.1    49.1     0.0   29.88   26.76    8.40    10.8    17.2    76.0   
  89.6    60.8    50.9     0.0   29.87   26.76    8.60    8.75    16.1    73.5   
  82.4    57.2    49.3    0.05   29.89   26.76    8.40    7.02    16.1    69.9   
  89.1    54.3    49.1     0.0   29.93   26.79    8.60    6.44    14.9    72.3   
  91.8    52.9    50.0     0.0   29.88   26.76    8.80    6.56    13.8    72.1   
  86.0    53.2    43.6     0.0   29.85   26.73    8.50    3.68    11.3    72.1   
  85.5    60.1    44.8     0.0   29.87   26.75    8.40    6.67    11.3    73.1   
  91.4    55.4    44.0     0.0   29.87   26.75    8.60    1.73    8.06    74.0   
  97.2    57.2    45.1     0.0   29.81   26.70    8.40    6.90    18.3    78.1   
  95.4    61.9    49.2     0.0   29.88   26.78    8.60    6.79    18.3    80.2   
  93.2    64.0    41.5     0.0   29.94   26.83    8.20    7.25    14.9    78.3   
  85.3    62.6    47.7     0.0   29.92   26.80    8.60    10.7    19.4    72.6   
  79.5    59.0    47.8     0.0   29.90   26.77    8.70    11.6    17.2    68.2   
  78.8    55.4    43.7     0.0   29.86   26.72    8.60    5.29    11.3    66.2   
  86.4    50.0    39.0     0.0   29.76   26.64    8.30    3.34    9.21    70.4   
  84.6    54.5    46.1     0.0   29.83   26.72    8.70    6.44    13.8    71.0   
  84.2    49.1    36.0     0.0   29.96   26.83    8.20    5.87    14.9    68.7   
  84.2    56.5    40.6     0.0   29.99   26.85    8.30    9.32    16.1    70.6   
  88.2    56.7    46.0     0.0   29.95   26.82    8.20    7.60    12.7    72.2   
  91.4    53.6    44.5     0.0   29.87   26.74    8.40    6.79    17.2    71.7   
  84.6    54.0    42.6     0.0   29.82   26.70    8.50    5.06    10.2    70.5   
  93.9    50.0    41.0     0.0   29.76   26.64    8.50    2.65    9.21    75.4   
  95.0    57.2    46.3     0.0   29.64   26.55    8.40    9.09    32.2    75.4   
  82.4    58.3    51.1     0.0   29.72   26.62    8.30    6.44    13.8    69.2   
  78.8    55.2    49.6     0.0   29.86   26.73    8.90    4.95    11.3    67.3   
  88.5    50.4    50.4     0.0   29.93   26.80    8.70    4.72    10.2    71.1   
  86.7    57.2    51.1     0.0   29.95   26.82    8.70    9.44    12.7    73.5   
  86.0    55.4    50.4     0.0   29.96   26.82    8.40    11.6    18.3    71.9   
  86.0    53.2    48.2     0.0   29.93   26.80    8.20    12.8    23.0    72.6   
  88.3    59.7    49.5     0.0   29.86   26.74    8.30    8.98    14.9    74.6   
  90.3    58.5    46.8     0.0   29.85   26.73    8.30    4.60    11.3    73.7   
  93.2    55.4    45.3     0.0   29.87   26.75    8.50    4.37    10.2    75.3   
  91.0    58.1    48.8     0.0   29.85   26.74    8.70    7.60    13.8    74.7   
  84.2    46.0    42.8     0.0   29.96   26.82    8.40    5.87    19.4    65.9   
  78.8    48.6    39.9     0.0   30.07   26.90    8.50    8.06    14.9    66.0   
  86.0    47.7    41.1     0.0   29.99   26.84    8.50    2.19    5.87    68.2   
  87.8    49.3    38.9     0.0   29.88   26.75    8.50    3.57    10.2    72.2   
  88.2    51.4    44.3     0.0   29.88   26.76    8.40    4.72    37.9    70.0   
  86.4    52.9    39.6     0.0   30.04   26.90    8.00    7.37    12.7    70.1   
  86.4    51.6    35.7     0.0   30.07   26.92    8.20    4.14    13.8    69.7   
  89.2    44.6    28.0     0.0   29.99   26.85    8.40    2.07    6.90    64.8   
  91.4    47.1    32.8     0.0   29.92   26.79    8.60    1.84    8.06    69.4   
  92.5    54.7    32.5     0.0   29.89   26.77    8.60    4.03    12.7    73.7   
  93.2    50.4    34.0     0.0   29.95   26.82    9.00    2.76    10.2    77.5   
  95.7    56.5    36.0     0.0   29.93   26.81    8.60    2.53    10.2    76.7   
  93.9    56.5    37.1     0.0   29.86   26.75    8.50    5.98    13.8    77.3   
  83.8    60.1    44.3     0.0   29.81   26.70    8.70    6.44    17.2    73.2   
  86.4    50.0    45.6     0.0   29.91   26.77    8.00    4.37    17.2    67.0   
  86.4    53.6    48.8     0.0   30.04   26.90    8.10    10.3    36.9    70.2   
  78.8    60.8    51.6     0.1   30.11   26.96    8.30    6.33    12.7    68.1   
  80.2    58.3    51.9     0.0   30.06   26.90    8.60    4.60    16.1    65.7   
  77.4    53.6    49.8     0.0   30.05   26.89    8.70    3.91    11.3    64.6   
  77.7    49.6    46.0     0.0   30.02   26.86    8.50    4.26    9.21    64.3   
  78.1    44.6    38.3     0.0   29.99   26.83    8.40    3.11    14.9    61.4   
  79.2    41.4    34.6     0.0   30.04   26.88    8.30    2.53    9.21    60.3   
  80.6    42.8    37.9     0.0   30.13   26.96    8.80    3.34    8.06    63.1   
  80.6    46.4    42.6     0.0   30.09   26.93    8.60    5.41    14.9    65.7   
  74.3    50.7    45.4     0.0   30.07   26.91    8.80    6.44    10.2    62.8   
  75.9    47.1    41.1     0.0   30.07   26.90    8.50    1.38    4.72    62.3   
  77.7    44.2    38.0     0.0   30.04   26.88    8.50    1.50    5.87    61.0   
  81.7    41.4    34.9     0.0   29.99   26.83    8.20    1.96    8.06    62.7   
  84.2    42.8    33.2     0.0   29.99   26.83    8.40    3.22    10.2    64.4   
  82.4    43.9    35.3     3.3   29.96   26.81    8.50    3.45    10.2    64.4   
  84.2    46.4    37.8     0.0   30.01   26.86    8.30    2.19    8.06    66.8   
  86.4    46.8    35.6     0.0   30.06   26.90    8.50    2.42    9.21    65.4   
  82.4    47.8    38.1     0.0   30.07   26.91    8.50    2.19    9.21    66.4   
  82.4    48.2    36.0     0.0   30.08   26.93    8.50    2.88    12.7    66.4   
  75.2    47.8    40.1     0.0   30.12   26.96    8.80    4.26    18.3    62.1   
  78.4    47.8    45.9     0.0   30.09   26.92    8.80    4.14    12.7    62.7   
  66.2    48.9    47.4     0.0   30.03   26.85    8.80    2.99    6.90    58.3   
  65.7    46.4    41.2     0.0   30.12   26.93    8.60    9.09    14.9    55.9   
  64.4    39.2    36.5     0.0   30.21   26.99    8.70    7.25    16.1    50.5   
  68.0    31.1    29.3     0.0   30.04   26.82    8.20    3.22    10.2    48.5   
  66.9    28.8    25.5     0.0   29.88   26.69    8.10    1.73    8.06    48.8   
  64.0    37.4    34.3     0.0   29.90   26.72    8.50    4.49    12.7    50.7   
  59.4    42.1    37.9     0.0   30.14   26.94    8.80    8.06    17.2    50.9   
  60.3    39.6    37.5     0.0   30.16   26.93    8.70    7.48    11.3    49.8   
  66.2    44.4    41.5     0.0   30.01   26.82    8.80    6.21    14.9    56.5   
  59.0    50.0    46.1     0.0   30.04   26.86    8.60    9.78    12.7    53.4   
  68.4    50.9    50.0     0.0   30.03   26.84    8.60    6.67    13.8    58.3   
  68.0    53.6    52.9     0.2   29.96   26.79    8.20    5.64    16.1    59.3   
  61.3    49.8    50.5     0.0   29.95   26.76    7.50    3.68    11.3    54.9   
  59.9    42.8    48.1     0.4   30.01   26.83    8.00    3.91    11.3    53.1   
  60.8    36.3    39.5     0.3   30.16   26.94    5.80    1.50    8.06    47.5   
  62.6    33.8    38.7     0.0   30.22   26.98    6.30    2.65    9.21    48.2   
  60.8    36.7    37.4     0.0   30.19   26.95    8.20    1.61    5.87    47.0   
  61.3    29.8    37.1     0.0   30.04   26.84    6.40    2.99    11.3    46.1   
  63.7    37.0    37.6     0.0   30.10   26.90    6.50    1.84    9.21    47.3   
  66.6    32.0    38.7     0.0   30.22   27.00    5.70    1.50    8.06    48.6   
  67.3    34.9    38.3     0.0   30.22   26.99    6.80    1.27    6.90    49.1   
  66.7    35.6    37.4     0.0   30.14   26.91    7.50    1.73    6.90    48.7   
  60.1    37.4    38.2     0.0   30.16   26.95    8.30    10.5    21.8    48.0   
  50.7    29.7    27.0     0.0   30.24   26.99    8.50    7.37    17.2    39.4   
  36.0    23.9    14.5     0.0   30.17   26.89    8.80    15.5    28.8    29.8   
  41.5    21.2    20.4     0.0   30.14   26.86    8.50    6.33    16.1    31.0   
  46.9    15.8    20.2     0.0   30.26   26.96    7.20    2.07    9.21    30.6   
  52.9    17.6    23.8     0.0   30.20   26.94    7.90    1.27   13.31    36.3   
  50.4    39.6    41.7     0.0   30.11   26.88    4.30    1.38    8.06    45.6   
  57.9    42.8    45.5     0.2   30.06   26.84    4.90    2.88    8.06    49.5   
  60.8    42.8    43.0     0.0   29.94   26.74    8.20    4.95    16.1    51.2   
  54.5    43.9    44.3     0.0   29.84   26.65    7.00    4.83    11.3    49.2   
  48.2    39.2    36.6     0.1   29.91   26.72    7.70    9.09    17.2    44.5   
  46.9    31.1    28.9     0.0   30.01   26.77    8.40    10.0    17.2    38.2   
  49.6    26.6    29.6     0.0   29.97   26.72    7.50    2.30    8.06    37.7   
  51.8    32.0    32.7     0.0   29.93   26.70    5.50    1.96    5.87    41.2   
  46.8    35.6    38.8     0.1   29.88   26.66    5.90    3.11    9.21    42.6   
  48.6    42.8    43.2     1.0   29.68   26.50    5.00    4.60    14.9    46.2   
  46.4    40.6    37.7     1.1   29.89   26.69    7.90    9.55    17.2    43.1   
  42.8    39.2    35.9     0.1   29.89   26.68    8.00    13.1    18.3    41.0   
  45.1    33.8    32.8     0.1   30.01   26.77    8.40    7.37    11.3    39.8   
  42.4    30.2    25.0     0.0   30.16   26.91    8.60    7.25    16.1    35.5   
  41.7    23.0    22.3     0.0   30.25   26.96    8.60    5.98    12.7    32.5   
  41.7    20.5    25.3     0.0   30.07   26.79    7.20    5.41    13.8    32.8   
  38.1    23.0    26.2     0.1   29.86   26.63    7.10    10.3    16.1    33.3   
  34.2    15.8    18.3    0.05   30.00   26.71    8.20    3.57    10.2    24.4   
  30.2    13.6    15.4     0.0   30.16   26.86    8.70    2.88    6.90    23.0   
  32.7    13.8    13.9     0.0   30.23   26.90    8.40    1.50    6.90    22.4   
